,Text
1429,@FoxNews hey why are you covering a story about a vaccine for “covid” = certification of vaccine ID ‘19 when survival rates are 99.98%. History repeats itself. https://t.co/qFj2bOiLiW
1430,"@AyyGoBuffs @Melvingordon25 The @NFL is to blame as the incubation period is longer than the time allotted to make an educated decision on whether a team with a positive case should play. The entire COVID plan they have in place has been called the worst from the beginning, so this stuff should be expected."
1431,"@brianallen0317 @CBSSports He is so far up Sabans AND Kirby’s Ass if one of them catch the COVID, Danielson is for sure to test positive ++++++++"
1432,"Several regions sound alarm as US reports most Covid-19 daily cases in nearly 2 months

https://t.co/sbDGgUrwDO"
1433,"@Janefonda @realDonaldTrump Jane You said Covid is God’s gift to the Left!! You haven’t changed since you sat on the enemy’s tank in Vietnam! By the way, my late husband died from Combat Related Causes/Vietnam! You are EVIL &amp; don’t care about all people who died from Covid!"
1434,Black Doctors Create a COVID-19 Vaccine Assessment Task Force https://t.co/wwmLpTi1IT via @pozmagazine
1435,@JK2435 @k_ovfefe2 @realDonaldTrump @wandavazquezg Yeah have a covid radio rally
1436,"I’m looking at the Covid numbers at your White House. You probably need to sit this one out, J. https://t.co/qVbvO1JDry"
1437,"This👇 gives you an idea of the importance of the #COVID and #leadershipvacuum subject for #NEJM to take a route which they have not used in 208 yrs...👏🏻
https://t.co/uRez4OGKwi"
1438,Covid is 100% not political. See below. https://t.co/rKfweCXwYv
1439,"@naima “Chinese Plague “???

That’s how we know those earlier COVID tweets were fake."
1440,"@DrunkenFunGuy The players are the ones getting Covid, not the fans. As long as the brawl with masks on, they should be fine."
1441,When you lose your job to covid and bought @lukecombs tickets and now Ticketmaster won’t refund you so now you can’t afford your fall classes 🤪
1442,@Atheen_ @MarkDice @POTUS She's the covid
1443,@GovInslee Why are the people who wear masks get Covid?
1444,"He’s gotta get Covid off the front page. Expect the words “Hillary,” “Obama,” and racist dog whistles to be tweeted. He’s about to get wild!"
1445,@yashar @DCowboysFan20 It’s just that Trump is giving Americans the Covid.
1446,@wjxt4 My wife and I contracted Covid. We have antibodies. We don’t have to participate in the hysteria. Spoiler alert:  it’s not that bad.
1447,PRAYERS AND BLESSINGS 🙏🏾 to my bro @treysongz Down but not out! Stay safe y’all!  Wear your mask. Wash your hands. 🙏🏾 #covid_19 #corona @ 93.3 The Beat Jamz https://t.co/ayxagifmvY
1448,I hope his recent comments about Covid not being bad RUIN his re-election completely.  Disgusted. https://t.co/zsmoPwXB9K
1449,Yes your father lucky enough to get exceptional care.  Too bad the average citizen can’t get that level of care.  Too bad your father thinks Covid isn’t serious. https://t.co/ViXFyyVyDU
1450,"Well, it seems that the entire Trump administration has infected itself with COVID four weeks before the election."
1451,"Why is the White House becoming ground zero for COVID. I would never wish death on anyone. But I need these republicans to feel some affects of this virus. So they can start to take the s**t serious, cause clearly over 200k people wasn’t eye opening enough. #WhiteHouseVirus"
1452,@gtconway3d really? Kellyanne has Covid?  🤔
1453,"New York City mayor proposes closing schools and businesses in 9 areas with high Covid-19 test positivity rates

https://t.co/GUB59lhmfc"
1454,"DeWine says White House did not contact him about possible Covid-19 exposure to Ohioans after Trump diagnosis

https://t.co/00vkSCA1bB"
1455,I haven’t seen my son all year I caught 2 felony cases back to back a 🤬 tried to put a baby on me my day 1’s ain’t my A1’s 🤦🏾‍♂️ this COVID shit got the world in a panic 2020 tried to break me 💚💛🖤 https://t.co/12dttTDRrj
1456,ECMO in COVID study of the @ELSOOrg registry: both estimated mortality 90 days after ECMO and mortality in those with a final disposition of death or discharge were less than 40%   @foamecmo @pkguru10  https://t.co/wSS8ld1rx9 https://t.co/hEOLqprdT1
1457,Covid and injury hurt my lineup. Should I play minshew or Fitzpatrick? Should I play D.Swift or C.Edmonds in my flex? @rotobuzzguy thank you #FantasyFootball
1458,So excited! This is such a great event every year. All Covid safety guidelines will be followed! #wearamask😷 #gloves #safetyfirst #airbrushtattoos @airtatbodyart @ Town of Orange Park https://t.co/ulvLQDyjdV
1459,Honestly surprised Trump didn’t declare war on China the minute he got Covid
1460,Dr. Sean Conley was definitely trying to put a political spin on the President’s health. Answer the questions. Tell the truth. Be a Doctor. White House is becoming ground zero for the spread of Covid-19. It’s a damn shame that it’s our own government now spreading this disease.
1461,"@critigal1 No way, no how.

Trump ignores all medical advice, encourages his lemmings to do the same, and becomes responsible for tens of thousands of COVID deaths.

He gets sick because his stupidity, and Biden is supposed to shut it down until Trump can rejoin the fray?

Ridiculous!"
1462,@EricTrump @RealDealAxelrod Are we still pretending that PCR tests identify covid? Certification of Vaccine ID 2019. That’s what Covid is. Wake up folks.
1463,"News has Hope Hicks and POTUS spreading more Covid than Sturgis which was the last super spreader phenomenon in which 1 person has safely passed away out of 400,000 attendees."
1464,Biden tests negative for COVID-19. @wjxt4 https://t.co/E8UUHZiqrd
1465,"whoever gave trump covid, thank you 🖤"
1466,Now the “right” wants to talk about the hatred being spewed on the “left” with the news of the President testing positive for COVID. Well.........the President taught us all very well. #ItIsWhatItIs #ThisIsAmerica
1467,He had covid.   @seanhannity have you been tested? https://t.co/LtTsF5WM2t
1468,"@allcurledup I believe they had this planned, if he performed terribly in the 1st debate(he did) someone in his inner circle would be ‘diagnosed’ w/COVID, therefore canceling the other debates due to quarantine."
1469,"anyone know where I can get some covid droplets?😂😭🥵
I need to get it, recover, and get some antibodies while I have a break between weddings.  2020 is the worst"
1470,I’m being blackmailed. I’m not allowed to have money to buy meds to keep me from having a stroke or an asthma attack. The President wants me to think I have COVID because having an asthma attack is like that. I won’t long term sleep deprive myself. Blackmail. Isn’t that illegal?
1471,Joe is strong on Covid. #PresidentialDebate2020
1472,@IAM_Johnathan People are living like Covid doesn’t exist
1473,"I apologize to @Jaguars supporters for our performance tonight. We’ve looked to add DL since TIAA Bank Field, I’m sorry we haven’t yet as 2 got COVID + we lost a Free we thought was close + had another issue with a 4th DL. I promise players in + better efforts from this squad."
1474,"A9 According to the CDC, and based on what is known so far, people who are living with HIV and taking ART as prescribed have the “same risk for COVID-19 as people who do not have HIV.” #NHMAHIVChat #NHMAHIV #NGMHAAD https://t.co/ObH0h418xv"
1475,"im gonna be completely honest

i just made my last payment for my new @ravebabeattire and I cannot wait to receive these outfits &amp; show em off at my first rave post covid🔥"
1476,National Medical Association Forms COVID-19 Task Force Take the Politics Out of Vaccine Development! https://t.co/MX5olv78nA
1477,@_NotFakeNews_ Covid
1478,@sazzygram3 FL the same.  Should they die at home but have some underlying condition that is what the coroner is to put for cause of death along with falsifying perhaps tens of thousands of death certificates that should have been listed as covid-19 deaths.  Florida is a cesspool. Stay away.
1479,@thomaskaine5 Feds pouring in trillions as our deficit skyrockets people are hungry &amp; we're in the middle of a pandemic that our so called prez still doesn't have a natl plan nor does he have a health care plan that'll take care of the debilitating lingering lasting effects of covid. POS £!AR.
1480,He passed from Covid. 😓
1481,Battle Rages Inside Hospitals Over How COVID Strikes and Kills https://t.co/IBjImoeHbf via @khnews
1482,"No masks on front desk people the whole 2 days here or housekeeping I saw today coming out of the ELEVATOR at Hilton Garden Inn Orange Park Florida is very worrisome in hot Covid Florida. Sign clearly says ""Masks required"" at front entrance. @HiltonHonors 
@Hilton"
1483,"📣📣📣📣📣📣📣📣📣📣📣📣
HAPPENING TODAY!!!! Dr. Leon McDougle @NMAPresident will appear on MSNBC Live with Craig Melvin @ 11:30 AM ET. He will be discussing @NationalMedAssn COVID-19 Taskforce on Vaccines and Therapeutics. Tune in! @McDougle2020 @MSNBC @craigmelvin #NMAOnCOVID19 https://t.co/8tTr0HpWEz"
1484,@DeAnna4Congress Yeah in my country club it’s Halloween party time. Zombies kill covid and other imaginary viruses imagine that?
1485,It’s going to be weird going to the games this week with all this covid stuff going on. Phins @ jags then canes game in miami 😷🥳
1486,"@rulajebreal If you want to live than Dump Trump or He Will Kill You !!! Just like the 200,000 People Who Have Died Now !!! He Has No Plan To Stop It Or Contain It !!! Trump Killing Off Americans !!! What is It Going To Take To STOP COVID-19 !!! Trump kills. DUMP TRUMP"
1487,When you fake professional photos in COVID time. @ Julington Lakes https://t.co/5SLUaFaYF9
1488,@DWUhlfelderLaw @HokeKeller @realDonaldTrump Well what can I say... Face Masks Make a Big Difference When You Ware One !!! I am sorry he passed away from COVID-19 BUT IT WAS HIS FOLLOWING Trumps IDIOTIC WAYS THAT GOT HIM IN THAT POSITION !!!   Dump Trump To Live !!! Dump Trump to Live Dump Trump to Live !!!
1489,"Terrible que tengan contagiados de Covid 19 en un equipo de fútbol ecuatoriano y que por pedido del presidente, no se divulgue dicha información. Las mentiras tienen patas cortas, como dicen por ahí."
1490,Calentando motores para darle los datitos a los colegas de @AspamiPTY en @PTY  acerca de cómo emerger del ‘sal si puedes’ en el que #covid nos ha metido https://t.co/4RRJWJT6ue
1491,"Covid-19 News: Live Updates 
https://t.co/0q2avM7xKc
#NMAOnCOVID19 #COVID19 @NMAPresident @NationalMedAssn"
1492,"Black doctors' group creates panel to vet Covid-19 vaccines - STAT
https://t.co/EIs1LJND7A #NMAOnCOVID19
#COVID19 @NationalMedAssn @NMAPresident"
1493,"In nursing homes and assisted living communities, minorities suffer most from Covid-19, research says

https://t.co/0okwkn59h4"
1494,"The UK's doubling coronavirus cases mean Boris Johnson can't wake up from his Covid-19 nightmare

https://t.co/kOeEBvwVvl"
1495,"New signs of Covid-19 complacency even as the American death toll nears another dreaded milestone

https://t.co/IELkKfhqLR"
1496,"Covid life changes changed my life for the better . I’m up more than I was . I’m talking mentally, physically, spiritually and financially. I might’ve needed Lil Rona to come n change the way of life a lil. 🥴"
1497,"Again I have to say I am NOT suicidal, I don’t have COVID-19, as of now, I am healthy and very happy. My life has been threatened by the President of the United States. If something happens to me, know who did it."
1498,@wackattack69 @JackPosobiec Sound like he's dying fir real dies he got Covid
1499,@codeofvets I know this feeling my rent increased and I got to move but have no money to move to a cheaper 1bed. Not sure what to do. All because of Covid. Smh
1500,"@EvanMcMullin With all respect in the world for Ruth Bader Ginsberg, this couldn’t possibly have occurred at a worse time.

For the next 45 days, COVID and racial issues will go to the back burners.

Voting dynamics will be completely different by 11/3."
1501,@dinahcat04 @PhilDesmond7 @davenewworld_2 No. It’s due to everything and every death being attributed to Covid.
1502,Saint Johns County | My Son Was Exposed To COVID At His St. Johns School; Here’s What I Know And What I Don’t https://t.co/pNKjXC9jCR
1503,"As many as 51% of all school employees are at increased risk of Covid-19, study finds

https://t.co/2zWNj3VvKm"
1504,Saint Johns County | My Son Was Exposed To COVID At His St. Johns School; Here’s What I Know And What I Don’t https://t.co/pNKjXC9jCR
1505,Astra Zenaca had to stop it's Covid vaccine trial because of neurological side affects. Oh hell to the No
1506,"@Naligators @TomFitton So do I. I am related to many that had and no longer have COVID!!  Defund the police, trash statues, looting, burning, destroying business, is governed by Democrats.The failures are with the Democratic lusting for power. Their ideas for the US is to control people with freebies."
1507,@chipgaines I've been battling cancer for a yr last yr I was given 0% chance to live. I've lost everything incl. Friends and boyfriend but I remained positive kept my faith trusted God and today my death rate is 80% Covid brought struggles because my family that supplements my income 1/2
1508,@CharlyF0xtrot Not during Covid - I’ve been away from the office since March 😂
1509,"In 2016, Clay County Sgt. Eric Twisdale won Deputy of the Year. The sheriffs office says he was courageous and had a big heart. Hear from Sheriff Michelle Cook about his passing to COVID-19 complications at 11. @wjxt4 
https://t.co/aOfCt7dwkO https://t.co/5tIk6saFmU"
1510,"Please stop making fun of the President for saying ""herd mentality"". It has the same number of syllables and it rhymes!

#COVID"
1511,"@educated_educ8r Everywhere I go,  I live in covid ravished country. Florida."
1512,"@TheParkerGreene I think they might have had plans for that but with covid and difficulties in manufacturing, etc., they probably shifted focus to getting those base editions out and prioritized"
1513,@GinaD4793 It's baby season. My daughter's car is fixing to have babies again. She had 3 last time 1 died the lady next door took them. Tokyo and Being. She wanted to get her fixed but Covid and when she now can she's pregnant again. Babies everywhere
1514,"@GenFlynn We have to consider that she is also keeping covid in the news cycle. Yes it was man made and used to put the globe in a simulation, causing economic devastation, civil rights abuses, and ultimately mess with the upcoming election. #Event201"
1515,"Happening today!
Session III:

Title: Disparities in Caregiving for High Risk Populations: Older
Adults, HIV and COVID-19
Air Date: Wednesday, September 16, 2020
Air Time: 1:00 PM – 12:00 PM (ET)

Visit -&gt; https://t.co/rSiyve6bpu to learn more! #VirtualALC"
1516,Coronavirus whistleblower speaks out about possible COVID origin on 'Tuc... https://t.co/kX73YlCOPl via @YouTube We already knew! This is why Trump kept saying China Virus.. He’s making them own it.
1517,@MTorganizer @SteveGuest Not in COVID-19
1518,@CBS_Herridge @HouseIntel @DHSgov @CBSNews Adam not cooperating what a shocker. Our country is hanging by a thread with most useful idiots rioting or hiding in mask and covid rituals.
1519,"@PurpleMonarch79 @CBSNews You poor thing. The fed was trying. If all were equal, CA should have burned 100k (that’s 4x) just to keep up with “inept” federal management (that was suspended due to Newsome’s COVID restrictions) if only CA had done their job...  back to your cave to hide.  Head in sand."
1520,"@climatefuturist @CBSNews Sure wish that were true so it could support your narrative. The Fed is responsible for 60% and CA for 40%. The fed burned over 200k acres, CA burned 23k. Anyone want to do the math?  The fed stopped for COVID. CA still couldn’t keep up. TDS is real"
1521,"Teddy Tip- Words of Wisdom

#wisdomquotes #ToningByTeddy #adviceoftheday #advicematters #advice #wisdomoftheday #wisdomwednesdays #tipoftheweek #tipoftheday #mondayinspiration #mondaymorning #mondayquotes #wisewordsoftheday #woman #BigBrother #Covid_19 #COVID19 #FridayLivestream https://t.co/tmVwKchQiX"
1522,The Clay County Health Dept. says there’s an uptick in COVID-19 cases due to the increase of the cases inside the jail. The number of positive cases among detainees &amp; staff + what they’re doing to prevent more positive  cases ➡️ #NEXT on CBS47/FOX30 @ActionNewsJax at 6: https://t.co/q0RKYskpk9
1523,@KarluskaP I thought he passed from covid
1524,@Jordan_Sather_ @johncardillo The fact that the left is burning down their states and trying to normalize child rape pretty much tells me they smell lady justice on their tails. If they weren’t worried we’d have no covid or masks to hide the inevitable truths that are lurking.
1525,"@JoeBiden @realDonaldTrump @greggutfeld @ABC @MSNBC @CNNPolitics Hey Joe 7 members of military caught COVID-19 NOT 6,000!!! Hate that any troops caught it or anyone else for that matter but at least get the number within 5,093!!!"
1526,@famallergyjax @lennycurry Yeah let’s offer a flu vaccine that gets an F for efficacy and an A in vaccine injury court. Add an unstudied fast tracked covid vax to the mix geez what could possibly go wrong? #vaccineinjury
1527,"Ive gone to therapy 
Right now I’m simply in between therapists because the last one retired and Covid 
What I don’t want/need to hear right now is “go to therapy” 

Maybe just tell me it’s ok to struggle &amp; I’m not crazy thanks"
1528,@StephenKing Trump is ahead in Florida! Like landslide ahead!! The numbers in the polls is horseshit just like the Covid numbers! Demoncratic people like to put fear into others with lies. That’s the Demon in them.. Hey! That’s a new book for you! Bestseller too! @Trump2020
1529,"@fox35orlando What’s the percentage of covid 19 cases for the rioters, protestors and the BLM ‘rally’ in DC last month?   Or are they all immune?"
1530,@ksliz22 @VincentAFerro @thehill You do realize the “sick and die” scare tactic is ridiculous. Greater risk driving to and from school. Teachers more likely to die in MVA than COVID. should they only walk to school or take the school bus?
1531,"@VincentAFerro @MrBigglesToo @thehill Fair point. My wife manages a Publix (grocery store) she didn’t sign up for this pandemic either. She didn’t choose to be essential. She works more, not less. Plenty of people have to work with the public. Didn’t choose to work with COVID."
1532,@CBSNews Why should they?  Is there even 1 incident of a COVID positive from casual grocery shopping?  Aren’t 95%+ wearing the mask?  Do you have a plan for the cost of extra security?  Is your need to control the masses so great you need 100% compliance to your will?  U protect no one
1533,Waiting at Mayo to get swabbed for Covid test.  Got results in less than 8 hours (on a Holiday).  Passed!  So Wednesday I move to the next level of Chemo.  Determined to beat this Bitch! https://t.co/Tn8sQnwRLI
1534,@HowardFendrich I am so sorry Ash that you cannot be at the French Open Defending your Title this year !!!  COVID-19 has put everyone &amp; everything on hold for now. If we do not Slow the Spead we are All Going to Catch it !!! I Pray for all of us !!!🙏🇺🇸🦩
1535,@conarck @Hennesseyedit Get them out there protesting and rioting for heavens sake.  These people are immune to the covid virus evidently
1536,@ABC And all the peaceful protestors and rioters are covid immune... take notes there college students.
1537,"We could not have known the pain that we’d feel from this year. All my new writing is about loss. Right before Covid, I started training my mind to look for beauty. I trained my heart to feel it. A familiar song is beautiful. The color green is beautiful. Living is beautiful."
1538,"Why were countries buying Covid medical  test kits in 2018?  

https://t.co/ZhJsOs2BJ8 https://t.co/93r8c63EY5"
1539,@RichardGrenell @recallgavin2020 Speaking of leadership please I beg you to expose this Covid simulation that we are in. I am trying to educate my community. Please help us. We are desperate for truth.
1540,@mhenslee We used the covid protected packet and I’m pretty sure that cup of juice became NyQuil while in storage. (I’m still trying to get the foam cracker off the roof of my mouth.) https://t.co/p3CFL89CxG
1541,@catturd2 She’s hiding from the covid vaccine. This is such an interesting simulation.
1542,"@FightinHydrant It is the rule, stupid as this whole COVID-19 BS is. What's dumb is getting kicked out fir it!"
1543,"What if I told you countries were buying Covid test kits in 2018. Here's proof  .      America bought 9 million paying over 9 million for them Cost 1.47:each kit. 

https://t.co/ZhJsOs2BJ8"
1544,"My daughter is out of surgery. Thank you for the prayers.  She is doing better for now!  But we still need prayer. My SIL just called. Her 80 yr old sad just got diagnosed with covid. His oxygen is 94, 92 he has to be admitted. Praying it doesn’t go lower!  🙏"
1545,"Par 5 Hole 11: due to COVID-19, the committee ruled that players can lift, clean, and place balls in the bunker because there are no rakes.  Zach gets one club length no closer to the hole,too"
1546,"We started clearing our lot today! While it will be awhile before we break ground (thanks, COVID-19 and it’s rising building materials costs), we want to clear the land so we can bring in fill dirt to raise our… https://t.co/nvohjQteVn"
1547,Yooo I am so pumped to lose this Covid weight. This is the heaviest I’ve been my whole life. I just wanna see my hip bones again
1548,"@seacatspot @GovRonDeSantis So, Florida’s population is greater than New York, and NY has three times the number of Covid deaths per 100,000. How do you account for those facts?"
1549,"@JoeSkilliams I’m from there, and I wish I could be offended. But they are right, if you are not from there, it’s a no. However, I do go there every time I am back in the bottom. When COVID is in our rear view, Imma take you to the snappers there for some good food!  We stayin in Ft Lauderdale"
1550,@WSJ Please stop with the Covid stuff!
1551,@JenniferJJacobs Just wonder if these ongoing rallies that are seeding COVID Virus everywhere they are held will eventually catch up with the Pres. And his followers.
1552,"Happening today! Session I:
Title: What Does the Black Community Need to Know About
Vaccinations During the COVID-19 Pandemic?
Air Date: Wednesday, September 2, 2020
Air Time: 1:00 PM – 2:00 PM (ET)

Register: https://t.co/rSiyve6bpu #VirtualALC"
1553,Comunidad científica rechaza la divulgación y promoción de tratamientos contra la Covid-19 ‘sin probada evidencia’ https://t.co/TxcqyfQ3UW @ekaperezfranco
1554,"AC was associated with lower mortality and intubation among hospitalized COVID-19 patients. Compared to prophylactic AC, therapeutic AC was associated with lower mortality, though not statistically significant. https://t.co/PUQ8gmRAgW @Dev_Sanghavi @ErbenYoung"
1555,"🚨❤️🚨 #WEmakeevents #redalertrestart Red Alert 🚨❤️🚨 ⁣

The entertainment industry is currently going through completely chaos.  We need support and to draw attention to the fact that #COVID-19 and all that… https://t.co/5G92TgHxeX"
1556,"@KierstenJ1994 I remember my undergrad days when we didn’t have tickets. We’d go to Chili’s on Archer and watch them there so we didn’t have to pay. But the way everything has been starved during COVID, there’s no way some station wouldn’t pick that game up"
1557,@johnysonthespot Everyone  MUST VOTE NOV.3rd For BIDEN/HARRIS If We are going to TAKE BACK THE USA &amp; BUILD BACK BETTER WE HAVE TO MAKE OUR VOICES HEARD ! Joe will Not Defund The Police !  He &amp; Kamala are only going to MAKE LIFE BETTER ! They LOOK TO CONTAINING COVID-19. EXPANDED TESTING &amp; HOPE.
1558,Covid is Over America https://t.co/IZeJ6yVBmU
1559,Pass it in #COVID is over. https://t.co/67awU9oLR6
1560,@GovRonDeSantis @UFHealth @floridachannel The people deserve to know that the CDC has corrected its covid death data showing a 94% error in coding actual covid deaths. https://t.co/zJgRI9ibK7
1561,@SteveMcNY Covid was not the cause of death in those individuals!
1562,Melania is LEGAL Immigrant Insult2 call Trump or family Nazis bc much of family is Jewish! POTUS ws called Racist as well 4 closing border 2 China when he 1st heard of COVID-19! Helped NY w everything 1st well received but Cuomo didn’t use ship or Javits Cntr! Used Nursing homes https://t.co/318N6K3dSv
1563,"@GovRonDeSantis This is ridiculous. Only 6% of the covid coded deaths were recorded properly. We are NOT, and never have been in a state of emergency. Ditch the masks, my kids need to breathe their immune systems kinda rely on that. https://t.co/DIsLzth8mm"
1564,@trishgreenhalgh produced an excellent evidence based COVID transmission risk matrix. Only knowledge and science will control this pandemic. https://t.co/UBPHqLD1W1 https://t.co/BzZPClw71v
1565,"@FrankLuntz I heard Trump say he wd lower taxes, build jobs, release cure &amp; vaccine 4 COVID-19 etc. Offered help to Dem run cities w so much violence &amp; destruction if Govs/Mayors wd just request help as required bb4 sending the help they need!"
1566,@ABCPolitics @DrDavidMoore5 This is a Crazy idea. We Must Not Send Our Kids Back To School With COVID-19 Running Rampant ! Every School must respond differently from each other... The kids can be Asymptomatic and infect anyone who comes into contact with !!! Killing older parents grandparents &amp; others !!!
1567,"@funsoDaniels @KamalaHarris @BarackObama @JoeBiden Listen to your self. Trump has Run Away From COVID-19. He let SO MANY PEOPLE DIE, GET SICK &amp; CONTINUES TO DOWNPLAY COVID-19  !!!  Trump is very bad for this Country. Not to mention Trump has Embraced the USA 🇺🇸 BIDEN/HARRIS WILL TAKE OVER &amp; GET IT UNDER CONTROL !!!🇺🇸🇺🇸🇺🇸"
1568,@NYGovCuomo Dr Hahn will now be on the same side of history as POmpeo and Barr.  Does no one have the balls to stand up to this dangerous stupid president?  It's sooo scary. Trump desperately wants the covid numbers to go https://t.co/HfPgsImSpG we won't have access to the death count
1569,I'm donating #convalescentplasma to help critical #Covid19 patients. If you had Covid prior go to https://t.co/FVV1ql4E5n to get registered so you too can help. @my1blood #donateblood https://t.co/vk9dp0uEY0
1570,Nooooo! This will destroy our Country! Seniors worked their whole lives to pay into the system! Genocide of the elderly as if #Covid isn’t enough! No more Grandparents at Christmas dinner 😖Insanity🙈 https://t.co/dzTzslppw6
1571,@SenBlumenthal Trump has no idea about COVID-19. He doesn’t want to hear how many people are dying every day. Nor does he care. When he said “it is what it is”  He has NO Empathy no sympathy just empty words.. I knew it’s time Trump to go. We must VOTE BIDEN/HARRIS TO EVICT TRUMP !!! NOW 🙏🇺🇸🇺🇸
1572,@PardonMyTake At this point I’m convinced Walter White and Jessie Pinkman are running the @NFL Covid Testing Lab 🧫🔬
1573,@nicholasyearone @StephenKing The #may be higher because the COVID-19 CAUSES OTHER PARTS OF THE BODY TO FAILDO TO MANY REASONS !!! ARE YOUA DOCTOR ???
1574,"@StephenKing @COmama74 Yes I agree.35yrs in nursing I have seen a lot ! The travesty we as Americans have suffered bc of Trumps lack of attention to the USA &amp; COVID-19 Has left many uncertain of life &amp; death. More abt death. Trump has killed over 175,000 AMERICANS WHO WERE GOOD PEOPLE. What more ??????"
1575,"Wear a mask. Period.
These Self centered Republicans are spreading the #COVID .
@Headerop1 @HeathenResister @DearAuntCrabby @YellaDogTexan @taboo1099 @HillBeverlyhill @LightfootInHwd @RabbiJill @openpodbaydoor_ @peaceandteachin @rpdandy https://t.co/Oux9JVqYjn"
1576,@NYGovCuomo You gave nursing homes flu shots that cause Covid pass it on.
1577,"@CapehartJ @amjoy. I feel as sorry for the President’s loss as he feels for the people he forcing back to work during a pandemic!  It is what it is.  How about 174,000 Americans who have died from COVID?  What does he “feel” for them?"
1578,@DebskiMike @lennycurry He’s at Baptist and no visitors inpatient! I understand the safety concerns. I just feel so bad for my Husband and all the patient who are alone! I’d even pay for a covid test and not leave the hospital!
1579,One of the best interviews i have ever listened to. Extremely worth the time and will really get you thinking about what actually happened with COVID and how we go forward. https://t.co/Rs4CXUypWC
1580,@DarlaShine I don’t really believe that the tests are accurate. A URI possibly but the tests cannot clearly identify covid. We will always have these viruses the only reason covid is an issue is because it’s an election year. #Event201
1581,@DarlaShine I still don’t know anyone who has had covid. I know people ...who know people... that “think” they might have had it. So much for science. I’m not masked and I don’t believe in fairy tales.  I read the science. This is a hoax.
1582,@RachaelKHarper1 A real end to COVID-19.
1583,@DarleyNewman We couldn’t agree more! We’re dreaming of #wanderlust and can’t wait until COVID-19 goes away.
1584,"@groovygal8 @surreal_killer That is one of the worst thing abt COVID-19, even for those not suffering from it directly.😢"
1585,"I think I need to state at this time that I am healthy, not suicidal, don’t have COVID-19. I don’t engage in any dangerous actions. I’m a 60 year old Mother and Grandmother. I try to eat and live a healthy lifestyle. It has been challenging lately."
1586,"If you need a #COVID19 test or just want a test, you can get a test FREE in Jacksonville, Florida.

State of FL run @FLSERT
#Jacksonville #COVID19 Test Site at Regency Mall current wait time:

🟢NO LINES, NO WAIT
🔴Closes at 6 PM

COVID-19 Test Fast Pass: https://t.co/nNVJqAIWmN https://t.co/GalHSS9vRs"
1587,"@Book4Senate @MiamiHerald Why are masks a political tool of control? There’s no scientific evidence that a mask would mitigate Covid, actually the opposite, masks can spread germs. It seems common sense also that rioters use them to disguise their identities, traffickers also."
1588,@nypost @RichardGrenell According to the data people under 18 have a 1 in a million chance of dying from covid. This is fake news.
1589,"Pure happiness of regaining some of the flexibility that I lost during the shutdown in March &amp; April due to Covid-19. I know that it’s still out and I’m trying to stay cautious; however, I’m very fortunate to have… https://t.co/U6DAT5rwih"
1590,@catturd2 Almost as big of a hoax as Covid.
1591,"https://t.co/IEAGgJmfJt are awesome! 2.was there a COVID-19 risk TO you and THROUGH you when you lost your brother? Not picking a fight, really wondering. 3. people handle pain differently. 4. I am so, so sorry you lost your brother. My hubby lost his last year. 😢 It's tough. https://t.co/GIjXcUr5Ev"
1592,Hmmmm. Before I can answer that I'd have to ask 1. How long has bro been ill? https://t.co/KM2orgP42R there a COVID-19 risk? https://t.co/IVIJBtQVIU hospital allowing 1+ visitors?4.Does bro know I ❤️him? https://t.co/o68owDu7lv
1593,@AP @realDonaldTrump  I am sorry for your loss. I know he was your best friend and brother !!!  NOW I HOEP YOU Understand What The FAMLIES OF COVID-19 PATIENTS FEEL WHEN THEY LOSE THEIR  LOVED ONES !!! We can’t wait until you are OUT OF OFFICE !!! Even if Evictions notice is needed !
1594,15 billion vaccines until you are immune from covid. https://t.co/hUaQXsG0QM
1595,"@BusyDrT @GavinNewsom @NYGovCuomo @JayInslee @GovernorVA Well that’s one way to get those covid numbers up, makes sense!"
1596,"@CNNPolitics @MSNBC @ABC @NewYoorkTiimes @realDonaldTrump Just watched clips of all of these so called NEWS OUTLETS back in January &amp; February calling COVID-19 Chinese Virus, Wuhan Virus or Corona Virus, but now it’s Politically Incorrect! Remember SPANISH FLU?! Hypocrites!!"
1597,@wjxt4 No Thanks. He doesn’t know how to TELL THE TRUTH ABOUT COVID-19 !!!!!!! Or Anything Else for that matter !!!
1598,"So during the COVID-19, @Marriott @SpringHillSuite R U listening 2guest complaints? R U sanitizing rooms??
My rooms Smells of URINE &amp; a thick layer of dust about. house keeping (a joke 😂🤣) dropped in, got dirty toweLs-left none -NOTHING disinfected, sprayed or wiped. 😯"
1599,@wjxt4 Even though they are in Jail &amp; may have committed a crime doesn’t mean they should be forgotten about !!! There are many who have underlying health issues. If they get Covid-19 it will kill them !! Each State needs to evaluate each case ASAP. This is a life &amp; death situation !!!
1600,"If Trump is going to legally hamstring the USPS, we’ve all just got to find another way.

Brace yourself for the fact that COVID will likely be worse than ever by 11/3. You may stand in line for hours to vote.

But keep asking yourself: can we survive four more years of Trump? https://t.co/feI72SEM4Z"
1601,@Amy_Siskind I am so pleased  @JoeBiden  @SenKamalaHarris  This is the New DREAM TEAM USA 🇺🇸   Trump can only WHINE away his fear of being Beaten  by the Dems ! Kamala has the tenacity to take on The @VP pence No Problem. They hit the ground running. Addressing the COVID-19 Pandemic 1st thing
